Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
gemSpec_ePA_FdV;A_15350;ePA-Frontend des Versicherten: Login - Benachrichtigungen anzeigen optional;"Das ePA-Frontend des Versicherten MUSS, wenn die Konfiguration
Benachrichtigungen aktivieren = nein gesetzt ist, die Aktivitäten zum Anzeigen
von Benachrichtigungen ignorieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Benachrichtigung;Neutral
gemSpec_ePA_FdV;A_15351;ePA-Frontend des Versicherten: Login - Benachrichtigungen anzeigen unterdrücken;"Das ePA-Frontend des Versicherten MUSS, wenn die Konfiguration
Benachrichtigungen aktivieren = ja gesetzt ist und der Anwendungsfall ""Login
Aktensession"" nicht zum Start des FdV durchgeführt wird, sondern implizit durch
einen anderen Anwendungsfall getriggert wird, beim Nutzer abfragen, ob die
Benachrichtigungen angezeigt werden sollen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Benachrichtigung;Neutral
gemSpec_ePA_FdV;A_15353;ePA-Frontend des Versicherten: Login - Benachrichtigungen-Anzeige;"Das ePA-Frontend des Versicherten MUSS eine Anzeige für Benachrichtigungen
umsetzten, in der die Protokolleinträge für folgende Zugriffe übersichtlich
dargestellt werden:
 * Folgende Anwendungsfälle aus dem § 291a-konformen Zugriffsprotokoll der
Dokumentenverwaltung
 *
 * Dokumente einstellen aus der ärztlichen Umgebung
 * Dokumente löschen aus der ärztlichen Umgebung
 * Dokumente einstellen aus der privaten Umgebung
 * Dokumente löschen aus der privaten Umgebung";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Benachrichtigung;ePA
gemSpec_ePA_FdV;A_15354-01;ePA-Frontend des Versicherten: Konfiguration letzte Anmeldung;"Das ePA-Frontend des Versicherten MUSS nach erfolgreichem Login den Wert
""Letzte Anmeldung zum Aktenkonto"" für das Aktenkonto in den Konfigurationsdaten
aktualisieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Nutzerzugang;Neutral
gemSpec_ePA_FdV;A_15359;ePA-Frontend des Versicherten: Aktenkonto aktivieren über GUI;"Das ePA-Frontend des Versicherten MUSS, wenn der Versicherte den Anwendungsfall
""Aktenkonto aktivieren"" über die GUI auswählt, den Anwendungsfall ""Login
Aktensession"" starten.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Aktivieren;ePA
gemSpec_ePA_FdV;A_15369-01;ePA-Frontend des Versicherten: Anbieter wechseln - Hinweis Verwaltungsprotokoll;"Das ePA-Frontend des Versicherten MUSS vor Start des Anwendungsfalls ""Anbieter
wechseln"" den Versicherten darauf hinweisen, dass das Verwaltungsprotokoll
nicht zum neuen Anbieter übertragen wird, der Versicherte sich das
Verwaltungsprotokoll lokal speichern muss, falls es weiterhin verfügbar sein
soll. Der Versicherte MUSS auf die Möglichkeit des signierten Exports der
Protokolle hingewiesen werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Migration;ePA
gemSpec_ePA_FdV;A_15371-01;ePA-Frontend des Versicherten: Anbieter wechseln - Informationen zum anderen am Wechsel beteiligten Anbieter;"Das ePA-Frontend des Versicherten MUSS dem Versicherten ermöglichen, die
folgenden Registrierungsinformationen des anderen am Wechsel beteiligten
Anbieters zu erfassen bzw. auszuwählen:

 * Akten-ID
 * FQDN des Anbieter  Das FdV kann die Operation
I_Authorization_Management_Insurant::getRecordProviderList nutzen, um dem
Versicherten die Auswahl des abgebenden Aktensystems zu ermöglichen. Alternativ
kann das FdV auch eine optionale Schnittstelle des ePA-Aktensystems zur
Ermittlung des FQDN des abgebenden Aktensystems
entsprechendgemSpec_Aktensystem#A_21740-* nutzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Migration;ePA
gemSpec_ePA_FdV;A_15372-02;PA-Frontend des Versicherten: Anbieter wechseln - Zugriffsberechtigungen anzeigen und Umzug bestätigen;"Das ePA-Frontend des Versicherten MUSS dem Versicherten die
zugriffsberechtigten Leistungserbringerinstitutionen und Vertreter aus dem
ePA-Aktensystem des alten Anbieters anzeigen und dem Versicherten die
Möglichkeit geben, zu entscheiden,welche der bestehenden Berechtigungen in das
ePA-Aktensystem des neuen Anbieters übernommen werden sollen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Migration;ePA
gemSpec_ePA_FdV;A_15380;ePA-Frontend des Versicherten: Suche Leistungserbringerinstitution in Verzeichnisdienst;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, eine oder
mehrere LEI im Verzeichnisdienst zu suchen und für die Vergabe von
Berechtigungen auszuwählen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";VZD;ePA
gemSpec_ePA_FdV;A_15382;ePA-Frontend des Versicherten: Bestätigung Berechtigungskonfiguration;"Das ePA-Frontend des Versicherten MUSS, bevor es eine Berechtigung an eine LEI
vergibt oder ändert, eine Bestätigung der gewählten Berechtigungskonfiguration
vom Nutzer einholen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15389;ePA-Frontend des Versicherten: Daten des Vertreters;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer im Anwendungsfall
""Vertretung einrichten"" ermöglichen,den Namen, die Versicherten-ID und eine
Benachrichtigungsadresse (E-Mail) für die Geräteautorisierung des Vertreters zu
erfassen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Vertretung;ePA
gemSpec_ePA_FdV;A_15400-01;ePA-Frontend des Versicherten: PDF mit Information für Vertretung;"Das ePA-Frontend des Versicherten MUSS dem Versicherten die Möglichkeit geben,
ein druckbares Format (z.B. PDF) mit den Informationen für die Vertretung zu
erzeugen. Das Dokument muss die folgenden Informationen des Versicherten,
welcher vertreten wird, beinhalten:
 * Versicherten-ID
 * FQDN des Anbieter";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Vertretung;ePA
gemSpec_ePA_FdV;A_15403-09;ePA-Frontend des Versicherten: Ergebnisliste Berechtigungen Felder;"Das ePA-Frontend des Versicherten MUSS im Ergebnis der Suche nach
Berechtigungen mindestens
 * Name der Leistungserbringerinstitution, des Kostenträgers bzw. des
Vertreters (Nur für den Fall, dass der Aufrufende der Versicherte ist. Bei
Aufruf durch einen Vertreter erfolgt die Ausgabe der Namen der Vertreter
nicht.) im Klartext,

 * für LEI: Berechtigte Kategorien samt Vertraulichkeitsstufe (nicht im
Kontext des Anwendungsfalls ""Anbieter wechseln"")
 * für LEI: Explizit erlaubte oder geblockte Dokumente gemäß
dokumentenspezifischer Berechtigung (nicht im Kontext des Anwendungsfalls
""Anbieter wechseln"")

 * für LEI: verbleibende Berechtigungsdauer (nicht im Kontext des
Anwendungsfalls ""Anbieter wechseln"")
 * für Vertreter: Anzeige der E-Mail-Adresse der berechtigten Vertreter (Nur
für den Fall, dass der Aufrufende der Versicherte ist. Bei Aufruf durch einen
Vertreter erfolgt die Ausgabe der E-Mail-Adresse der Vertreter nicht.)
 * für DiGA: Name des DiGA-Herstellers und Name der DiGAanzeigen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15405-01;ePA-Frontend des Versicherten: Ergebnisliste Berechtigungen drucken und speichern;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, das Ergebnis
der Suche nach Berechtigungen auszudrucken oder lokal zu speichern.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15406;"ePA-Frontend des Versicherten: Liste ""ich bin Vertreter für"" anzeigen";"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, eine Liste
mit den im ePA-Frontend des Versicherten  für ihn konfigurierten Vertretungen
anderer Versicherter anzuzeigen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Vertretung;ePA
gemSpec_ePA_FdV;A_15407-04;ePA-Frontend des Versicherten: Bestehende Berechtigungen einer Leistungserbringerinstitution ändern;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, für bereits
berechtigte Leistungserbringerinstitutionen kategorienbasierte als auch
dokumentenspezifische Berechtigungsvorgaben sowie die Berechtigungsdauer
anzupassen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15415;ePA-Frontend des Versicherten: LEI zum Entzug der Berechtigung markieren;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, berechtigte
LEI für den Entzug der Berechtigung auszuwählen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15462;ePA-Frontend des Versicherten: Dokumente einstellen - Eingabe der Metadaten zu Dokumenten;"Das ePA-Frontend des Versicherten MUSS dem Nutzer ermöglichen, zu jedem
einzustellenden Dokument Metadaten einzugeben.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Metadaten;ePA
gemSpec_ePA_FdV;A_15464;ePA-Frontend des Versicherten: Dokumente einstellen - Zugriffsberechtigungen anzeigen und bestätigen;"Das ePA-Frontend des Versicherten MUSS, wenn die Option ""Dokumente einstellen:
Berechtigte anzeigen"" aktiv ist, dem Nutzer vor dem Anwendungsfall ""Dokumente
einstellen"" alle für die Dokumente potentiell zugriffsberechtigten
Leistungserbringerinstitutionen anzeigen und eine Bestätigung vom Nutzer
einholen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15465;ePA-Frontend des Versicherten: Dokumente einstellen - Hinweis Änderung Zugriffsberechtigungen;"Das ePA-Frontend des Versicherten MUSS es ermöglichen, die Anwendungsfälle zum
Verwalten von Berechtigungen auszuführen, wenn der Nutzer vor dem
Anwendungsfall ""Dokumente einstellen"" die Zugriffsberechtigungen nicht
bestätigt.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15469;ePA-Frontend des Versicherten: Suchparameter für Dokumente;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, Suchparameter
auf Basis der XDS-Metadaten für eine Suchanfrage einzugeben. Für Suchparameter
mit fest vorgegebenem Wertebereich muss der Nutzer eine Auswahlliste nutzen
können.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15472;ePA-Frontend des Versicherten: Ergebnisliste Dokumente anzeigen;"Das ePA-Frontend des Versicherten MUSS dem Nutzer das Ergebnis der Suche nach
Dokumenten anzeigen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15473-01;ePA-Frontend des Versicherten: Ergebnisliste Dokumente drucken oder speichern;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, das Ergebnis
der Suche nach Dokumenten auszudrucken oder lokal zu speichern.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15474;ePA-Frontend des Versicherten: Suche verfeinern;"Das ePA-Frontend des Versicherten MUSS die Ergebnisse einer Suchanfrage
zusammen mit den zur Suche verwendeten Parameter anzeigen und es dem Nutzer
ermöglichen, die Suchparameter anzupassen und die Suchanfrage erneut
auszuführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15475;ePA-Frontend des Versicherten: Dokumente zum Herunterladen markieren;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, Dokumente aus
dem Ergebnis einer Suchanfrage zum Herunterladen (bspw. für die Anzeige oder
lokales Speichern) zu markieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15478;ePA-Frontend des Versicherten: Dokument lokal speichern;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, ein aus dem
Aktenkonto heruntergeladenes Dokument im lokalen Speicher persistent abzulegen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15479;ePA-Frontend des Versicherten: Dokument mit Standardprogramm anzeigen;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, wenn für
einen gegebenen Dateitypen ein Standardprogramm verfügbar ist, ein aus dem
Aktenkonto heruntergeladenes Dokument mit dem Standardprogramm anzuzeigen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Anzeige;ePA
gemSpec_ePA_FdV;A_15480;ePA-Frontend des Versicherten: Dokumente zum Löschen markieren;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, Dokumente aus
dem Ergebnis einer Suchanfrage zum Löschen zu markieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15482;ePA-Frontend des Versicherten: Dokumente löschen - Bestätigung;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente löschen""
vom Nutzer eine Bestätigung einholen, dass die markierten Dokumente gelöscht
werden sollen und die Möglichkeit geben, das Löschen abzubrechen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15490-01;ePA-Frontend des Versicherten: Erweiterte-Anzeige für Protokolldaten;"Das ePA-Frontend des Versicherten MUSS einem Nutzer alle Protokolleinträge der
vom ePA-Aktensystem für die Akte des Versicherten erstellten Protokolle (§
291a-konformes Zugriffsprotokoll und Verwaltungsprotokolle der Komponenten)
übersichtlich anzeigen können.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Protokolldaten;Neutral
gemSpec_ePA_FdV;A_15491-02;ePA-Frontend des Versicherten: Felder Protokolldaten;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, alle Felder
(der Protokollattribute) der Protokolleinträge gemäß [gemSpec_DM_ePA#A_14471-*]
darzustellen. Die gewählten Bezeichnungen der Felder der Protokolleinträge in
der Anzeige MÜSSEN auch für Nutzer ohne technisches Vorwissen oder spezifisches
ePA-Wissen verständlich sein.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Protokolldaten;Neutral
gemSpec_ePA_FdV;A_15495;ePA-Frontend des Versicherten: Protokolldaten lokal speichern;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die
Protokolldaten lokal im Format AuditEventList aus der getAuditEvents Response
abzuspeichern.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Protokolldaten;Neutral
gemSpec_ePA_FdV;A_15496-01;ePA-Frontend des Versicherten: lokal gespeicherte Protokolldaten anzeigen;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die lokal
abgespeicherten Protokolldaten einzulesen und anzuzeigen. ";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Protokolldaten;Neutral
gemSpec_ePA_FdV;A_15499;ePA-Frontend des Versicherten: Benachrichtigungsadresse erfassen;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, eine
Benachrichtigungsadresse für die Geräteautorisierung einzugeben.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Benachrichtigung;Neutral
gemSpec_ePA_FdV;A_15502;ePA-Frontend des Versicherten: Handbuch: Liste unterstützter Kartenterminals;"Der Hersteller des ePA-Frontend des Versicherten MUSS im Handbuch ausweisen,
welche Standards und Schnittstellen zu Kartenterminals sein Produkt unterstützt
und MUSS eine Liste mit handelsüblichen Kartenterminals angeben, die mit seinem
Produkt funktionieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15506;ePA-Frontend des Versicherten: Kartenterminal der Sicherheitsklasse 1: PIN-Eingabe Geheimnis;"Das ePA-Frontend des Versicherten DARF, wenn ein Kartenterminal der
Sicherheitsklasse 1 verwendet wird, die eingegebene PIN/PUK Ziffernfolge NICHT
im Klartext auf dem Bildschirm darstellen.";DARF NICHT;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15507;ePA-Frontend des Versicherten: Kartenterminal der Sicherheitsklasse 1: PIN-Eingabe Eingabefeedback;"Das ePA-Frontend des Versicherten MUSS, wenn ein Kartenterminal der
Sicherheitsklasse 1 verwendet wird, ein eingegebenes Zeichen einer
Geheimniseingabe mit dem Zeichen ""*"" (Wildcard) quittieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15510-01;ePA-Frontend des Versicherten: Kartenterminal der Sicherheitsklasse 2: PIN-Eingabe Fehlkonfiguration;"Das ePA-Frontend des Versicherten MUSS alle Operationen mit einer eindeutigen
Fehlermeldung abbrechen, in denen es die Kenntnis eines PIN/PUK-Geheimnisses
erlangt, nachdem dieses an einem PIN-Pad eines Kartenterminals der
Sicherheitsklasse 2 eingegeben wurde.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15511;ePA-Frontend des Versicherten: Kartenterminal der Sicherheitsklasse 2: PIN-Eingabe Eingabefeedback;"Das ePA-Frontend des Versicherten MUSS während der Abfrage einer PIN/PUK an
einem Kartenterminal der Sicherheitsklasse 2 einen Benutzerhinweis zur
PIN-Eingabe am Kartenterminal an der Bildschirmausgabe ausgeben.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15513-01;ePA-Frontend des Versicherten: Kartenterminal der Sicherheitsklasse 3: PIN-Eingabe Fehlkonfiguration;"Das ePA-Frontend des Versicherten MUSS alle Operationen mit einer eindeutigen
Fehlermeldung abbrechen, in denen es die Kenntnis eines PIN/PUK-Geheimnisses
erlangt, nachdem dieses an einem PIN-Pad eines Kartenterminals der
Sicherheitsklasse 3 eingegeben wurde.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15515-01;ePA-Frontend des Versicherten: Übergabeschnittstelle PIN/PUK-Geheimnis;"Das ePA-Frontend des Versicherten MUSS eine Operation ENV_TUC_SECRET_INPUT zur
Eingabe eines PIN/PUK-Geheimnisses und Weiterleitung an eine SmartCard mit den
Parametern
 * Eingangsparameter:
 * Identifikator
 * Aktion
 * minLength
 * maxLength
 * commandApduPart
 * Rückgabewerte:
 * responseApdu  implementieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15516-01;ePA-Frontend des Versicherten: Umsetzung der Operation ENV_TUC_SECRET_INPUT;"Das ePA-Frontend des Versicherten MUSS die Abbildung der Eingangsparameter auf
die Rückgabewerte der Operation ENV_TUC_SECRET_INPUT derart umsetzen, dass
 * die Eingangsparameter Identifikator und Aktion für einen Hinweistext an den
Nutzer verwendet werden, welche Aktion auf welchem konkreten Kartenobjekt (z.B.
Name einer PIN) durchgeführt wird

 * wenn der Eingangsparameter Aktion die Eingabe eines Nutzerhinweises
erfordert, dercommandApduPart an der Eingabeschnittstelle um das Geheimnis des
Nutzers ergänzt wird

 * der commandApduPart über die Transportschnittstelle für Kartenkommandos an
die Karte gesendet wird
 und die Antwortnachricht der Karte als responseApdu an den Aufrufer zur
Auswertung zurückgegeben wird.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15517-01;ePA-Frontend des Versicherten: Minimalprinzip Karteninteraktion;"Das ePA-Frontend des Versicherten DARF ein Kartenkommando NICHT an eine
angebundene Karte weiterleiten, dass nicht explizit im Kontext eines
Anwendungsfalls (intendierte Kartenoperationen und Erhöhen des
Sicherheitszustands der Karte falls erforderlich) erforderlich ist.";DARF NICHT;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15635-01;ePA-Frontend des Versicherten: Anbieter wechseln - Benachrichtigungsadresse Vertreter erfassen;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer im Anwendungsfall
""Anbieter wechseln"" ermöglichen, bei der Übernahme der Berechtigungen in das
Aktenkonto des neuen Anbieters für jeden Vertreter die Benachrichtigungsadresse
für die Geräteautorisierung zu erfassen. Dabei MUSS die bestehende
Benachrichtigungsadresse jedes Verteters mittels GetNotificationInfo ermittelt
werden, um sie dem Versicherten zur Übernahme anzubieten.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Migration;ePA
gemSpec_ePA_FdV;A_16044-01;ePA-Frontend des Versicherten: Vertreter zum Entzug der Berechtigung markieren;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, berechtigte
Vertreter für den Entzug der Berechtigung auszuwählen. Sofern der Nutzer ein
Vertreter ist, darf er nur seine eigene Berechtigung auswählen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Vertretung;ePA
gemSpec_ePA_FdV;A_17088-01;ePA-Frontend des Versicherten: Kopplung an spezifisches ePA-Aktensystem;"Der Hersteller des ePA-Frontend des Versicherten KANN den Wertebereich für die
Parameter zur Identifikation des zu nutzenden ePA-Aktensystems fest vorgeben
und eine Konfiguration durch den Nutzer einschränken.";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Konfiguration;ePA
gemSpec_ePA_FdV;A_17188;ePA-Frontend des Versicherten: Bestätigung Berechtigung für Kostenträger;"Das ePA-Frontend des Versicherten MUSS, bevor es eine Berechtigung an einen
Kostenträger vergibt, eine Bestätigung vom Nutzer einholen. Hierbei ist der
Name des zu berechtigenden Kostenträgers kenntlich zu machen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Datenschutz;Neutral
gemSpec_ePA_FdV;A_17194;ePA-Frontend des Versicherten: Kostenträger zum Entzug der Berechtigung markieren;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, berechtigte
Kostenträger für den Entzug der Berechtigung auszuwählen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Datenschutz;Neutral
gemSpec_ePA_FdV;A_17226;ePA-Frontend des Versicherten: Anzeige Metadaten von Dokumenten;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die zu einem
Dokument zugehörigen Metadaten mit fachlichen Informationen einzusehen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Metadaten;ePA
gemSpec_ePA_FdV;A_17994-01;ePA-Frontend des Versicherten: Aufrufe zur Schlüsselableitung parallelisieren;"Das ePA-Frontend des Versicherten MUSS die Schlüsselableitung mit SGD 1 und SGD
2 sowie das Erzeugen des ephemeren ECDH-Schlüsselpaares parallelisieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Sicherheit;ePA
gemSpec_ePA_FdV;A_18171;ePA-Frontend des Versicherten: Keine Fachlogik in Testtreiber-Modul;"Das Testtreiber-Modul DARF NICHT die fachliche Logik des ePA-Frontend des
Versicherten umsetzen.";DARF NICHT;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;Neutral
gemSpec_ePA_FdV;A_18257;ePA-Frontend des Versicherten: Dokumentengrösse an Aussenschnittstellen;"Das ePA-Frontend des Versicherten MUSS für alle Außenschnittstellen, welche für
Dokumente in ePA-Anwendungsfälle genutzt werden, Dokumente mit einer Größe von
mindestens 25 MB unterstützen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_19568-01;ePA-Frontend des Versicherten: Auswahl der Leistungserbringerinstitution für die kategorienbasierte Berechtigung;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, einer oder
mehreren Leistungserbringerinstitutionen, die über die Anforderungen A_15380
gefunden wurden, eines der folgenden Zugriffsrechte zu erteilen:

 * einfaches Zugriffsrecht (Vertraulichkeitsstufe ""normal"")
 * erweitertes Zugriffsrecht (Vertraulichkeitsstufen ""normal"" und
""vertraulich"") ";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19577;ePA-Frontend des Versicherten: Optische Anzeige der Vertraulichkeitsstufen;"Das ePA-Frontend des Versicherten KANN dem Nutzer die Vertraulichkeitsstufe
eines Dokumentes durch typografische Auszeichnung wie etwa Schriftfarbe,
Hintergrundfarbe,Schriftart oder auch die Anordnung in Gruppen optisch
kennzeichnen. ";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19685-01;ePA-Frontend des Versicherten: Anzeige der zugehörigen Dokumentenkategorie;"Das ePA-Frontend des Versicherten MUSS dem Nutzer die dem Dokument
zugeordnete Dokumentenkategorie, die in der gemSpec_DM_ePA in den Anforderungen
A_14761-* und A_19388-* aufgeführt sind, anzeigen können. ";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_19686-02;ePA-Frontend des Versicherten: Auswahl der Leistungserbringerinstitutionen in der kategorienbasierten Berechtigung;"Das ePA-Frontend des Versicherten MUSS dem Nutzer ermöglichen, eine oder
mehrere LEI, die über die Anforderung A_15380 gefunden wurden, den Zugriff auf
eine oder mehrere Dokumentenkategorien zu ermöglichen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19687-01;ePA-Frontend des Versicherten: Berücksichtigung der Zugriffsunterbindungsregeln bei der Anzeige der Dokumentenkategorien;"Das ePA-Frontend des Versicherten MUSS bei der kategorienbasierten Berechtigung
die Zugriffsunterbindungsregeln aus [gemSpec_Dokumentenverwaltung#Tab_Dokv_030
- Zugriffsunterbindungsregeln] beachten. Daraus folgt, dass dem Nutzer für eine
ausgewählte Leistungserbringerinstitution nur diejenigen Dokumentenkategorien
angezeigt werden, für die diese tatsächlich berechtigt werden kann.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19690;ePA-Frontend des Versicherten: Optische Kennzeichnung der Dokumentenkategorien;"Das ePA-Frontend des Versicherten KANN dem Nutzer die zugeordnete
Dokumentenkategorie eines Dokumentes durch typografische Auszeichnung wie etwa
Schriftfarbe, Hintergrundfarbe,Schriftart oder auch die Anordnung in Gruppen
optisch kennzeichnen.";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_19691;ePA-Frontend des Versicherten: Anzeige der für den LEI sichtbaren Dokumentenkategorien;"Das ePA-Frontend des Versicherten MUSS dem Nutzer anzeigen, auf welche
Dokumentenkategorien eine einzelne Leistungserbringerinstitution zugreifen
darf. ";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Berechtigung;ePA
