Kontext;Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
eRp;gemSpec_Krypt;GS-A_4389;Symmetrischer Anteil der hybriden Verschlüsselung binärer Daten;"
Produkttypen, die die hybride Verschlüsselung binärer Daten durchführen, MÜS
SEN für den symmetrischen Anteil der Verschlüsselung die folgenden Vorgaben
berücksichtigen:

 *
Als symmetrische Block-Chiffre muss AES [FIPS-197] mit einer Schlüssellänge
von 256 Bit im Galois/Counter Mode (GCM) gemäß [NIST-SP-800-38D] mit der
Tag-Länge von 128 Bit verwendet werden.

 *
Die IVs dürfen sich bei gleichem Schlüssel nicht wiederholen (vgl.
[NIST-SP-800-38D#S.25] und [BSI-TR-02102-1#S.24]). Der IV soll eine Bitlänge
von 96 Bit besitzen, seine Länge muss mindestens 96 Bit sein. Es wird empfohlen
den IV zufällig zu wählen (vgl. [gemSpec_Krypt#GS-A_4367]).

 *
Hinweis: Im Normalfall ist davon auszugehen, dass für die Sicherung der In
tegrität und Authentizität der zu verschlüsselnden Daten zudem noch eine
Signatur dieser Daten notwendig ist.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Krypt;unknown
eRp;gemSpec_Krypt;GS-A_4390;Asymmetrischer Anteil der hybriden Verschlüsselung binärer Daten;"Produkttypen, die die hybride Verschlüsselung binärer Daten durchführen, MÜSSEN
für den asymmetrischen Anteil der Verschlüsselung die folgenden Vorgaben
berücksichtigen:

 * Als asymmetrisches Verschlüsselungsverfahren MUSS RSAES-OAEP gemäß [PKCS#1,
Kapitel 7.1] verwendet werden.

 * Als Mask-Generation-Function für die Verwendung in RSAES-OAEP MUSS MGF 1
mit SHA-256 als Hash-Funktion gemäß [PKCS#1, Anhang B.2.1] verwendet werden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Krypt;unknown
eRp;gemSpec_Krypt;GS-A_5035;Nichtverwendung des SSL-Protokolls;"Alle Produkttypen, die Daten über Datenleitungen übertragen wollen, DÜRFEN
NICHT das SSL-Protokoll unterstützen.";DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Krypt;unknown
eRp;gemSpec_Krypt;GS-A_5322;Weitere Vorgaben für TLS-Verbindungen;"Alle Produkttypen, die Übertragungen mittels TLS durchführen, MÜSSEN u. a.
folgende Vorgaben erfüllen:

 * Falls der Produkttyp als Klient oder als Server im Rahmen von TLS an einer
Session-Resumption mittels SessionID (vgl. [RFC-5246, Abschnitt 7.4.1.2])
teilnimmt, MUSS er sicherstellen, dass nach spätestens 24 Stunden das über den
Diffie-Hellman-Schlüsselaustausch ausgehandelte Schlüsselmaterial und alles
davon abgeleitete Schlüsselmaterial (vgl. [RFC-5246, Abschnitt 8.1 und 6.3])
bei ihm sicher gelöscht wird.

 * Falls der Produkttyp als Klient im Rahmen von TLS an einer
Session-Resumption nach [RFC-5077] teilnimmt, MUSS er sicherstellen, dass nach
spätestens 24 Stunden das über den Diffie-Hellman-Schlüsselaustausch
ausgehandelte Schlüsselmaterial und alles davon abgeleitete Schlüsselmaterial
(vgl. [RFC-5246, Abschnitt 8.1 und 6.3]) bei ihm sicher gelöscht wird. Damit
verbundene SessionTickets MUSS er ebenfalls sicher löschen.

 * Falls der Produkttyp als Server im Rahmen von TLS an einer
Session-Resumption nach [RFC-5077] teilnimmt, MUSS er sicherstellen, dass nach
spätestens 24 Stunden das über den Diffie-Hellman-Schlüsselaustausch
ausgehandelte Schlüsselmaterial und alles davon abgeleitete Schlüsselmaterial
(vgl. [RFC-5246, Abschnitt 8.1 und 6.3]) bei ihm sicher gelöscht wird. Damit
verbundene SessionTickets MUSS er, falls bei ihm vorhanden, sicher löschen. Das
Schlüsselmaterial, dass bei der Erzeugung des SessionTickets (für die Sicherung
von Vertraulichkeit und Authentizität der SessionTickets) verwendet wird, MUSS
spätestens alle 48 Stunden gewechselt werden und das alte Material MUSS sicher
gelöscht werden. Als kryptographische Verfahren zur Erzeugung/Sicherung der
SessionTickets MÜSSEN ausschließlich nach [BSI-TR-03116-1] zulässige Verfahren
verwendet werden und das Schlüsselmaterial muss die Entropieanforderungen gemäß
[gemSpec_Krypt#GS-A_4368] erfüllen.

 * Falls ein Produkttyp als Klient oder Server im Rahmen von TLS die
Renegotiation unterstützt, so MUSS er dies ausschließlich nach [RFC-5746] tun.
Ansonsten MUSS er die Renegotiation-Anfrage des Kommunikationspartners ablehnen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Krypt;unknown
eRp;gemSpec_Krypt;GS-A_5526;TLS-Renegotiation-Indication-Extension;"
Alle Produkttypen, die das TLS-Protokoll verwenden, SOLLEN den RFC 5746
(TLS-Renegotiation-Indication-Extension [RFC-5746]) unterstützen.";SOLL;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Krypt;unknown
eRp;gemSpec_Krypt;GS-A_5542;TLS-Verbindungen (fatal Alert bei Abbrüchen);"
Alle Produkttypen, die das TLS-Protokoll verwenden, MÜSSEN sicherstellen, dass
alle von ihnen durchgeführten Verbindungsabbrüche (egal ob im noch laufenden
TLS-Handshake oder in einer schon etablierten TLS-Verbindung) mit einer im
TLS-Protokoll aufgeführten Fehlermeldung (fataler Alert) angekündigt werden,
außer das TLS-Protokoll untersagt dies explizit.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Krypt;unknown
eRp;gemSpec_eRp_FdV;A_19682;E-Rezept-FdV - Kein Logging auf Geräten des Versicherten;"Das E-Rezept-FdV MUSS für den Betrieb auf dem Gerät des Versicherten das
Logging deaktiviert haben.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Logging;unknown
eRp;gemSpec_OM;A_17237;Rückgabe der Selbstauskunft von Software Modulen über Benutzerschnittstelle;"Alle Software-Module der TI, die zur Nutzung auf eigenen Geräten der
Versicherten oder Leistungserbringer bereitgestellt werden, MÜSSEN die Rückgabe
der Selbstauskunft über die Benutzerschnittstelle (z. B. GUI) ermöglichen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Operation und Maintenance;unknown
eRp;gemSpec_OM;A_17792;Rückgabe der Selbstauskunft von Software Modulen auf Dateibasis;"Für alle Software-Module der TI, die zur Nutzung auf eigenen Geräten der
Versicherten oder Leistungserbringer bereitgestellt werden, KANN die Rückgabe
der Selbstauskunft (zusätzlich zur Benutzerschnittstelle) auf Dateibasis
erfolgen.";KANN;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_3695;Grundlegender Aufbau Versionsnummern;"Versionsnummern der TI MÜSSEN folgenden grundlegenden Aufbau haben:
 Hauptversionsnummer.Nebenversionsnummer.Revisionsnummer<Trenner>Suffix
 Die Bestandteile „Trenner“ und Suffix sind optional. Details hierzu werden
pro Artefakttyp (vgl. 2.1.1) festgelegt.
 Die kleinste Versionsnummer ist 0.0.1<Trenner>0. Die Bestandteile der
Nummerierung sind numerisch.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_3696;Zeitpunkt der Erzeugung neuer Versionsnummern;"
Neue Versionsnummern für zu versionierende Artefakte der TI MÜSSEN mindestens
dann erzeugt werden, wenn die Artefakte zur Nutzung freigegeben werden,
unabhängig vom Grund ihrer Erstellung im Entwicklungsprozess.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_3697;Anlass der Erhöhung von Versionsnummern;"
Bei der Erhöhung von Versionsnummern MUSS nach folgenden Regeln verfahren
werden:

 *
Die Hauptversionsnummer eines Artefakts MUSS sich erhöhen, falls daran
signifikante Änderungen durchgeführt werden.

 *
Die Nebenversionsnummer MUSS sich erhöhen, falls moderate Änderungen
durchgeführt werden.

 *
Die Revisionsnummer MUSS sich erhöhen, falls Änderungen notwendig werden, die d
as Artefakt bezüglich seiner Außensicht nicht beeinflussen.

 *
Das optionale Suffix MUSS sich erhöhen, falls Änderungen notwendig werden, die
das Artefakt bezüglich seiner Außensicht nicht beeinflussen und nicht bereits
durch die Revisionsnummer abgebildet wurden.

 *
Bei einer Erhöhung eines Versionsnummernteils (Haupt-, Neben-, Revisionsnummer)
MÜSSEN alle rechts davon angegebenen Versionsnummernanteile auf null gesetzt
werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_3702;Inhalt der Selbstauskunft von Produkten außer Karten;"
Alle Produkte der TI (mit Ausnahme der Karten) MÜSSEN eine Selbstauskunft mit
folgenden Inhalten besitzen:

 *
Die Selbstauskunft MUSS die vollständige Produktidentifikation (siehe
[GS-A_3700] bzw. [GS-A_5025]) beinhalten.

 *
Die Selbstauskunft MUSS den Produkttyp und die kompatibilitätsrelevante Produkt
typversion beinhalten.

 *
Sofern der Produkttyp eine Systemuhr besitzt, MUSS die Selbstauskunft das
Abfragedatum (einschl. Uhrzeit) beinhalten.

 *
Die Selbstauskunft KANN weitere Versionsinformationen für Komponenten
enthalten, aus denen sich das Produkt zusammensetzt (z. B. Betriebssystem,
Datenbanksystem, Patches, Service Packs). Hierbei KANN die Anordnung der Knoten
gemäß ihrer Abhängigkeits- bzw. Teilerelation (d. h. inBaumdarstellung)
erfolgen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_3806;Loglevel in der Referenz- und Testumgebung;"
Produkttypen KÖNNEN in der Referenz- und Testumgebung zusätzliche Loglevel
unterstützen, bei denen Fehlerdetails enthalten sind, die nicht den
Datenschutzvorgaben der gematik für den Wirkbetrieb genügen.";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_4541;Nutzung der Produkttypversion zur Kompatibilitätsprüfung;"Produkte der TI DÜRFEN im Rahmen von Kompatibilitätsprüfungen die
Produkttypversion anderer genutzter Produkte technisch NICHT heranziehen,
sofern dies nicht ausdrücklich durch die gematik in konkreten Einzelfällen
festgelegt wird.";DARF NICHT;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_4542;Spezifikationsgrundlage für Produkte;"
Alle Produkte der TI MÜSSEN auf einer durch die gematik definierten Spezifika
tionsgrundlage (Produkttyp und Produkttypversion) basieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_4864;Logging-Vorgaben nach dem Übergang zum Produktivbetrieb;"
Betreiber und Anbieter MÜSSEN technisch sicherstellen, dass die für die
Testumgebung erweiterten Vorgaben zum Eintritt in den Produktivbetrieb gesperrt
werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_5034;Inhalte der Betriebsdokumentation der dezentralen Produkte der TI-Plattform;"
Hersteller und Anbieter von Produkten SOLLEN in ihrer Betriebsdokumentation,
für Nutzer (d.h. Betreiber, Anbieter und Anwender) des von ihnen hergestellten
bzw. angebotenen Produkts, mindestens die folgenden Aspekte berücksichtigen:

 *
Identifikation des Produktes  einschließlich der Version von Produkt,
Firmware, Konfiguration

 *
Inbetriebnahme des Produktes (Voraussetzungen und Durchführung, z.B.
Abhängigkeiten, Schlüssel/Zertifikate, Anbindung an andere Produkttypen,
Besonderheiten bei initialer bzw. wiederholter Inbetriebnahme)

 *
Außerbetriebnahme des Produktes (Voraussetzungen und Durchführung)

 *
Fehlererkennung, Verhalten im Fehlerfall und Fehlerbehandlung

 *
Überwachung und Visualisierung des Betriebszustandes

 *
Änderungsprotokollierung und Logging

 *
Konfigurationen (optionale Einstellungen, Parameter, Standardwerte)

 *
Produktadministration (Wartung, Pflege, Backup/Restore)

 *
Update-Verfahren";SOLL;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_5038;Festlegungen zur Vergabe einer Produktversion;"
Hersteller bzw. Anbieter von Produkten MÜSSEN folgende Festlegungen bei der
Vergabe einer Produktversion berücksichtigen:

 *
Jede Produktänderung MUSS durch eine Änderung an den Produktversionsanteilen
Hauptversionsnummer, Nebenversionsnummer, Revisionsnummer bzw., wenn vorhanden,
Patchlevel(Suffix) gekennzeichnet werden.

 *
Jede Produktänderung MUSS eine höhere Produktversion aufweisen, als die
zugrundeliegende Vorgängerversion.

 *
Wenn ein von der Stelligkeit höherer Versionsanteil geändert wird, MÜSSEN die
Versionsanteile mit niedrigerer Stelligkeit auf „0“ gesetzt werden.

 *
Für die Versionsanteile MÜSSEN ausschließlich Dezimalzahlen verwendet werden.
Führende Nullen in einzelnen Anteilen DÜRFEN NICHT bei der Anzeige in einer
textuellen Darstellungsform verwendet werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_5038;Festlegungen zur Vergabe einer Produktversion;"
Hersteller bzw. Anbieter von Produkten MÜSSEN folgende Festlegungen bei der
Vergabe einer Produktversion berücksichtigen:

 *
Jede Produktänderung MUSS durch eine Änderung an den Produktversionsanteilen
Hauptversionsnummer, Nebenversionsnummer, Revisionsnummer bzw., wenn vorhanden,
Patchlevel(Suffix) gekennzeichnet werden.

 *
Jede Produktänderung MUSS eine höhere Produktversion aufweisen, als die
zugrundeliegende Vorgängerversion.

 *
Wenn ein von der Stelligkeit höherer Versionsanteil geändert wird, MÜSSEN die
Versionsanteile mit niedrigerer Stelligkeit auf „0“ gesetzt werden.

 *
Für die Versionsanteile MÜSSEN ausschließlich Dezimalzahlen verwendet werden.
Führende Nullen in einzelnen Anteilen DÜRFEN NICHT bei der Anzeige in einer
textuellen Darstellungsform verwendet werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_5040-01;Änderung der Produktversion bei Produktänderungen außerhalb von Produkttypänderungen;"Hersteller bzw. Anbieter von Produkten MÜSSEN folgende Festlegungen bei der
Vergabe einer Produktversion bei Produktänderungen berücksichtigen, falls die
zugrundeliegende Produkttypversion durch die gematik unverändert bleibt oder
die Produktänderung neben Änderungen aufgrund einer neuen Produkttypversion
weitere Anteile enthält:

 * Die Hauptversionsnummer MUSS geändert werden, wenn die Produktänderung
größere Features oder Feature-Änderungen enthält (Signifikante Änderung).

 * Die Nebenversionsnummer MUSS geändert werden, wenn die Produktänderung
kleinere Features oder Feature-Änderungen enthält (Moderate Änderung).
 * Die Revisionsnummer MUSS geändert werden, wenn die Produktänderung das
Verhalten des Produktes an den Außenschnittstellen beeinflusst, jedoch keine
signifikante oder moderate Änderung vorliegt.
 * Das optional vorhanden Patchlevel MUSS geändert werden, wenn die
Produktänderung das Verhalten des Produktes an den Außenschnittstellen nicht
beeinflusst und auch keinesignifikante oder moderate Änderung vorliegt. ";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_OM;GS-A_5054;Versionierung von Produkten durch die Produktidentifikation erweitert um Klartextnamen;"
Alle Produkte der TI, die auf Produkttypen beruhen, KÖNNEN zusätzlich zu ihrer
eindeutigen Produktidentifikation sowohl Herstellernamen, als auch den
Produktnamen als Klartext, entsprechend den Vorgaben inTab_ZusAttr, besitzen.";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Operation und Maintenance;unknown
eRp;gemSpec_eRp_FdV;A_19739;E-Rezept FdV: verpflichtende Zertifikatsprüfung;"Das E-Rezept-FdV MUSS alle Zertifikate, die es aktiv verwendet (bspw.
TLS-Verbindungsaufbau), auf Integrität und Authentizität prüfen. Falls die
Prüfung kein positives Ergebnis (""gültig"") liefert, so MUSS es die von dem
Zertifikat und den darin enthaltenen Attributen (bspw. öffentliche Schlüssel)
abhängenden Arbeitsabläufe ablehnen.
 Das E-Rezept-FdV MUSS alle öffentlichen Schlüssel, die es verwenden will, auf
eine positiv verlaufene Zertifikatsprüfung zurückführen können.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";PKI;unknown
eRp;gemSpec_eRp_FdV;A_20033;E-Rezept-FdV: Prüfung Internet-Zertifikate;"Das E-Rezept-FdV MUSS für die Prüfung des internetseitigen Zertifikats von
Diensten der TI das Zertifikat auf ein CA-Zertifikat einer CA, die die
""CA/Browser Forum Baseline Requirements for the Issuance and Management of
Publicly-Trusted Certificates"" (
https://cabforum.org/baseline-requirements-documents/
<https://cabforum.org/baseline-requirements-documents/>) erfüllt,
kryptographisch (Signaturprüfung) zurückführen können. Ansonsten MUSS es das
Zertifikat als ""ungültig"" bewerten.
 Das E-Rezept-FdV MUSS die zeitliche Gültigkeit des Zertifikats prüfen. Falls
diese Prüfung negativ ausfällt, muss es das Zertifikat als ""ungültig"" bewerten. ";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";PKI;unknown
eRp;gemSpec_PKI;GS-A_4661-01;kritische Erweiterungen in Zertifikaten;"Zertifikatsprüfenden Komponenten MÜSSEN kritische Zertifikatserweiterungen
gemäß [RFC5280] Kapitel 4.2 verarbeiten.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";PKI;unknown
eRp;gemSpec_PKI;GS-A_4662;Bedingungen für TLS-Handshake;"
Produkttypen der TI, die TLS nutzen, MÜSSEN sicherstellen, dass
TLS-Applikationsdaten (d. h. TLS-Nutzdaten, wie z. B. die Protokollschicht
HTTP, LDAP, SMTP, IMAP oder POP3) nur ausgetauscht werden, wenn im Falle von
einseitiger Authentisierung das Serverzertifikat aktuell gültig ist oder im
Falle von gegenseitiger Authentisierung beide Zertifikate aktuell gültig sind
und zusätzlich in beiden Fällen der TLS-Handshake erfolgreich absolviert wurde.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";PKI;unknown
eRp;gemSpec_eRp_FdV;A_19540;"E-Rezept-FdV: Start Anwendungsfall ""TI-Session starten""";"Das E-Rezept-FdV SOLL beim erstmaligen Start nach der Installation der App den
Anwendungsfall ""TI-Session starten"" starten.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;unknown
eRp;gemSpec_eRp_FdV;A_19541;E-Rezept-FdV: Aktivieren des Zugriffsschutzes bei Inaktivität;"Das E-Rezept-FdV MUSS den eingestellten Zugriffsschutz der App aktivieren, wenn
der Nutzer für die in den Konfigurationseinstellungen festgelegten Zeitdauer
inaktiv war. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;unknown
eRp;gemSpec_eRp_FdV;A_19572;"E-Rezept-FdV: automatischer Start ""TI-Session starten""";"Das E-Rezept-FdV MUSS den Anwendungsfall ""TI-Session starten"" automatisch nach
dem Anwendungsfall ""App-Session starten"" ausführen, wenn das automatische
TI-Login in den Konfigurationseinstellungen aktiviert ist. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;unknown
eRp;gemSpec_eRp_FdV;A_19725;E-Rezept-FdV: Aktivieren des Zugriffsschutzes bei Verlust des Fokus;"Das E-Rezept-FdV MUSS den in den Konfigurationseinstellungen eingestellten
Zugriffsschutz der App aktivieren, wenn diese nicht mehr im Fokus ist und sich
im Hintergrund befindet.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;unknown
eRp;gemKPT_Test;A_20060;Versionierung der Konfiguration von Produktinstanzen;"Der Hersteller MUSS für den Zeitraum des Zulassungstests die Konfigurationen
seiner Produktinstanz versionieren und rückspielbar ablegen sowie auf Anfrage
der TDI TU jederzeit eine detaillierte Auskunft über die verwendete
Konfiguration bereitstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;GS-A_2162;Kryptographisches Material in Entwicklungs- und Testumgebungen;"Die jeweiligen testdurchführenden Instanzen (TDI) und die jeweilige
Testbetriebsinstanz (TBI) der Referenzumgebung und der Testumgebung MÜSSEN
sicherstellen, dass in diesen Umgebungen keine kryptographischen Identitäten
bzw. Schlüssel der Produktivumgebung der TI (Umgebungen mit Echtdaten) genutzt
werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_4191;Keine Echtdaten in RU und TU;"Die jeweiligen testdurchführenden Instanzen (TDI) der Referenzumgebung und der
Testumgebung MÜSSEN sicherstellen, dass keine Echtdaten in die Referenzumgebung
und in die Testumgebung eingebracht werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_4923;Dauerhafte Verfügbarkeit RU und TU;"Die jeweilige Testbetriebsinstanz (TBI) der Referenzumgebung und der
Testumgebung MUSS sicherstellen, dass ihre Produkte dauerhaft zur Verfügung
stehen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_6518;Eigenverantwortlicher Test: TDI;"Die TDI der Referenzumgebung MUSS ihre Aufgaben gemäß Tabelle Tab_Test_005
Eigenverantwortlicher Test erfüllen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_6519;Eigenverantwortlicher Test: Hersteller und Anbieter;"Hersteller und Anbieter MÜSSEN im Rahmen der Eigenverantwortlichen Tests ihre
Pflichten gemäß Tabelle Tab_Test_005 Eigenverantwortlicher Test erfüllen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_6523;Zulassungstest: Hersteller und Anbieter;"Hersteller und Anbieter MÜSSEN im Rahmen der Zulassungstests ihre Pflichten
gemäß Tabelle Tab_Test_006 Zulassungstest erfüllen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_6527;Testkarten;"Die jeweiligen testdurchführenden Instanzen (TDI) der Referenzumgebung und der
Testumgebung MÜSSEN sicherstellen, dass für den Testbetrieb nur die Testkarten
verwendet werden, die gemäß der [gemSpec_TK] befüllt sind.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_7330;Tracedaten von echten Außenschnittstellen;"Die testdurchführende Instanz SOLL seine eigenverantwortlichen Tests an den
Außenschnittstellen des Testobjekts und nicht an internen Loopback Devices
durchführen.";SOLL;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemKPT_Test;TIP1-A_7331;Bereitstellung von Tracedaten an Außenschnittstelle;"Die testdurchführende Instanz SOLL bei eigenverantwortlichen Tests an denen an
der Außenschnittstelle des Produkts Daten transferiert werden der gematik einen
Mitschnitt zur Verfügung stellen, der die folgenden Punkte erfüllt:
 • vollständig sein (komplette Paketgröße und gesamte MTU-Size)
 • tatsächlichen Daten (insbesondere Messdaten, wie z. B. Zeitstempel)
enthalten
 • ein auswertbares Format, (z. B. pcap oder pcapng) haben
 • und bei Mitschnitt verschlüsselter Protocol-Layer (z.B. TLS-Layer) und
Nutzung eines Simulators als Peer, das Mastersecret als separate Datei
bereitstellen.";SOLL;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";Test;unknown
eRp;gemSpec_eRp_FdV;A_19086;E-Rezept-FdV: Verbot von Werbe-Tracking;Das E-Rezept-FdV DARF ein Werbe-Tracking NICHT verwenden. ;DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19087;E-Rezept-FdV: Erlaubnis von Usability-Tracking sowie Crash-Reporting;Das E-Rezept-FdV KANN ein Usability-Tracking sowie Crash-Reporting verwenden. ;KANN;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19088;E-Rezept-FdV: Informierte Einwilligung;"Das E-Rezept-FdV DARF ein Usability-Tracking sowie Crash-Reporting NICHT
verwenden, ohne dass der Nutzer vorher über die Funktionen informiert wurde und
über ein Opt-in-Verfahren eingewilligt hat.";DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19089;E-Rezept-FdV: Informationen zur Einwilligung;"Das E-Rezept-FdV MUSS den Versicherten vor der Einwilligung in die Aktivierung
Usability-Tracking sowie Crash-Reporting in verständlicher und leicht
zugänglicher Form sowie in einer klaren und einfachen Sprache folgende
Einwilligungsinformationen anzeigen:
 * welche Daten durch die Tracking-Funktionen erhoben werden,
 * zu welchen Zwecken die Daten erhoben werden,
 * welche Informationen durch die Auswertung der erhobenen Daten gewonnen
werden und ob Rückschlüsse auf den Gesundheitszustand des Nutzers möglich wären,
 * wer die Empfänger der Daten sind,
 * wie lange die Daten gespeichert werden,
 * wie die Tracking-Funktionen deaktiviert werden können. ";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19090;E-Rezept-FdV: Aktivierung erst nach Lesebestätigung der Einwilligungsinformationen;"Das E-Rezept-FdV MUSS sicherstellen, dass die Einwilligung des Nutzers in die
Aktivierung von Usability-Tracking sowie Crash-Reporting erst erfolgt, wenn der
Nutzer bestätigt, die angezeigten Einwilligungsinformationen gelesen zu haben.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19091;E-Rezept-FdV: Verbot von mehrmaligen Einwilligungsabfragen;"Das E-Rezept-FdV MUSS technisch sicherstellen, dass der Benutzer der App
maximal einmal eine Abfrage zur Einwilligung in das Usability-Tracking sowie
Crash-Reporting angezeigt bekommt.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19092;E-Rezept-FdV: Kopplungsverbot;"Das E-Rezept-FdV DARF die Nutzung E-Rezept-FdV NICHT an die Aktivierung des
Usability-Tracking sowie Crash-Reporting koppeln.";DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19093;E-Rezept-FdV: Keine direkt identifizierenden personenbezogenen Daten;"Das E-Rezept-FdV MUSS sicherstellen, dass die Informationen zu
Usability-Tracking sowie Crash-Reporting keine Daten enthalten, die natürliche
Personen direkt identifizieren.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19094;E-Rezept-FdV: Keine Weitergabe von Sicherheitsmerkmalen;"Das E-Rezept-FdV MUSS sicherstellen, dass in den übermittelten Informationen zu
Usability-Tracking sowie Crash-Reporting keine Sicherheitsmerkmale enthalten
sind.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19095;E-Rezept-FdV: Generierung von Nutzersession-basierten Merkmalen;"Das E-Rezept-FdV MUSS beim Start einer Nutzersession die Nutzersession-ID
zufällig neu generieren.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
